book,name,team,opponent,game_date,prop_type,line,odds_over,odds_under,mkt_p_over,mkt_p_under,model_p_over,pick_side,pick_edge_bp,pick_prob,pick_odds,bet_flag,kelly_frac,pred_mean,resid_sd_used
fanduel,Royce O'Neale,PHX,LAC,2025-11-06,ptsast,12.5,100.0,-132.0,0.4677419354838709,0.532258064516129,0.4428207221995586,Under,2.4921213284312405,0.5571792778004414,-132.0,True,0.0,11.04957974179042,10.084865670764092
caesars,Royce O'Neale,PHX,LAC,2025-11-06,ptsast,12.5,-106.0,-129.0,0.4773835745752045,0.5226164254247954,0.4428207221995586,Under,3.4562852375646047,0.5571792778004414,-129.0,True,0.0,11.04957974179042,10.084865670764092
draftkings,Ryan Dunn,PHX,LAC,2025-11-06,ptsast,10.5,-109.0,-119.0,0.48974190636412124,0.5102580936358787,0.5217298009409306,Over,3.1987894576809337,0.5217298009409306,-109.0,True,0.00041528396654492983,11.04957974179042,10.084865670764092
fanduel,Ryan Dunn,PHX,LAC,2025-11-06,ptsast,10.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,0.5217298009409306,Over,2.7798744135622275,0.5217298009409306,-112.0,True,0.0,11.04957974179042,10.084865670764092
caesars,Ryan Dunn,PHX,LAC,2025-11-06,ptsast,10.5,-115.0,-117.0,0.49800439034124927,0.5019956096587508,0.5217298009409306,Over,2.372541059968131,0.5217298009409306,-115.0,True,0.0,11.04957974179042,10.084865670764092
hardrock,Bradley Beal,LAC,PHX,2025-11-06,ptsreb,15.5,-130.0,-110.0,0.5190114068441064,0.4809885931558936,0.363759494435265,Under,15.52519124088414,0.636240505564735,-110.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Brook Lopez,LAC,PHX,2025-11-06,ptsreb,9.5,-132.0,102.0,0.5347344777795604,0.46526552222043954,0.5845491038105182,Over,4.9814626030957765,0.5845491038105182,-132.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,Brook Lopez,LAC,PHX,2025-11-06,ptsreb,9.5,-118.0,-112.0,0.5060689431946916,0.4939310568053083,0.5845491038105182,Over,7.848016061582652,0.5845491038105182,-118.0,True,0.02,11.779951393637479,10.676672405341929
caesars,Brook Lopez,LAC,PHX,2025-11-06,ptsreb,9.5,-122.0,-110.0,0.511990407673861,0.48800959232613905,0.5845491038105182,Over,7.2558696136657215,0.5845491038105182,-122.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,Collin Gillespie,PHX,LAC,2025-11-06,ptsreb,12.5,-135.0,-105.0,0.5286532951289399,0.4713467048710602,0.4979103553415536,Under,3.0742939787386234,0.5020896446584464,-105.0,True,0.0,12.444075735819423,10.676672405341929
draftkings,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-111.0,-116.0,0.4948402542722694,0.5051597457277305,0.363759494435265,Under,13.108075983700452,0.636240505564735,-116.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-106.0,-122.0,0.483560743054414,0.5164392569455861,0.363759494435265,Under,11.980124861914888,0.636240505564735,-122.0,True,0.02,11.779951393637479,10.676672405341929
caesars,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-112.0,-121.0,0.49107213713197356,0.5089278628680263,0.363759494435265,Under,12.731264269670872,0.636240505564735,-121.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-105.0,-135.0,0.4713467048710602,0.5286532951289399,0.363759494435265,Under,10.758721043579511,0.636240505564735,-135.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Devin Booker,PHX,LAC,2025-11-06,ptsreb,31.5,-121.0,-107.0,0.5143754877397627,0.4856245122602374,0.037145366832317006,Under,47.72301209074457,0.962854633167683,-107.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Devin Booker,PHX,LAC,2025-11-06,ptsreb,31.5,-118.0,-112.0,0.5060689431946916,0.4939310568053083,0.037145366832317006,Under,46.89235763623748,0.962854633167683,-112.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Devin Booker,PHX,LAC,2025-11-06,ptsreb,31.5,-121.0,-112.0,0.5089278628680263,0.49107213713197356,0.037145366832317006,Under,47.17824960357095,0.962854633167683,-112.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Devin Booker,PHX,LAC,2025-11-06,ptsreb,32.5,-110.0,-130.0,0.4809885931558936,0.5190114068441064,0.030157709690199375,Under,45.083088346569426,0.9698422903098006,-130.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,18.5,-110.0,-117.0,0.49277456647398843,0.5072254335260115,0.2852854739553708,Under,20.74890925186178,0.7147145260446293,-117.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,18.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,0.2852854739553708,Under,20.864558284993763,0.7147145260446293,-118.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,18.5,-114.0,-118.0,0.496008302730321,0.5039916972696792,0.2852854739553708,Under,21.072282877495006,0.7147145260446293,-118.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,19.5,-120.0,-120.0,0.5,0.5,0.25434688904859604,Under,24.565311095140395,0.745653110951404,-120.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-115.0,-113.0,0.502049600327936,0.49795039967206395,0.05867014670924903,Under,44.337945361868705,0.941329853290751,-113.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-118.0,-112.0,0.5060689431946916,0.4939310568053083,0.05867014670924903,Under,44.739879648544274,0.941329853290751,-112.0,True,0.02,11.779951393637479,10.676672405341929
caesars,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-120.0,-114.0,0.5059101654846335,0.4940898345153664,0.05867014670924903,Under,44.72400187753846,0.941329853290751,-114.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-130.0,-110.0,0.5190114068441064,0.4809885931558936,0.05867014670924903,Under,46.034126013485746,0.941329853290751,-110.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-121.0,-107.0,0.5143754877397627,0.4856245122602374,0.3873531243454723,Under,12.70223633942903,0.6126468756545277,-107.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-114.0,-114.0,0.5,0.5,0.3873531243454723,Under,11.26468756545277,0.6126468756545277,-114.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-118.0,-114.0,0.5039916972696792,0.496008302730321,0.3873531243454723,Under,11.663857292420671,0.6126468756545277,-114.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-120.0,-115.0,0.5048923679060665,0.4951076320939334,0.3873531243454723,Under,11.75392435605943,0.6126468756545277,-115.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-114.0,-114.0,0.5,0.5,0.11675084884951048,Under,38.32491511504895,0.8832491511504895,-114.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,0.11675084884951048,Under,37.71802079557979,0.8832491511504895,-118.0,True,0.02,11.779951393637479,10.676672405341929
caesars,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-114.0,-118.0,0.496008302730321,0.5039916972696792,0.11675084884951048,Under,37.92574538808103,0.8832491511504895,-118.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-110.0,-125.0,0.48529411764705876,0.5147058823529411,0.11675084884951048,Under,36.85432687975484,0.8832491511504895,-125.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Kris Dunn,LAC,PHX,2025-11-06,ptsreb,12.5,-104.0,-125.0,0.47852760736196315,0.5214723926380368,0.47311519793253987,Under,0.5412409429423337,0.5268848020674601,-125.0,False,0.0,11.779951393637479,10.676672405341929
fanduel,Kris Dunn,LAC,PHX,2025-11-06,ptsreb,12.5,-104.0,-128.0,0.47591522157996147,0.5240847784200385,0.47311519793253987,Under,0.2800023647421601,0.5268848020674601,-128.0,False,0.0,11.779951393637479,10.676672405341929
caesars,Kris Dunn,LAC,PHX,2025-11-06,ptsreb,12.5,-108.0,-125.0,0.48310139165009935,0.5168986083499005,0.47311519793253987,Under,0.9986193717559599,0.5268848020674601,-125.0,False,0.0,11.779951393637479,10.676672405341929
draftkings,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-126.0,-103.0,0.5235385623055511,0.4764614376944491,0.1731323144381398,Under,35.04062478674111,0.8268676855618602,-103.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-114.0,-114.0,0.5,0.5,0.1731323144381398,Under,32.68676855618602,0.8268676855618602,-114.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-122.0,-110.0,0.511990407673861,0.48800959232613905,0.1731323144381398,Under,33.88580932357211,0.8268676855618602,-110.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-130.0,-110.0,0.5190114068441064,0.4809885931558936,0.1731323144381398,Under,34.58790924059666,0.8268676855618602,-110.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,Royce O'Neale,PHX,LAC,2025-11-06,ptsreb,14.5,-108.0,-120.0,0.4876847290640395,0.5123152709359606,0.4236508983814553,Under,6.403383068258406,0.5763491016185447,-120.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Royce O'Neale,PHX,LAC,2025-11-06,ptsreb,14.5,-108.0,-122.0,0.48581617766250607,0.5141838223374939,0.4236508983814553,Under,6.216527928105076,0.5763491016185447,-122.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Royce O'Neale,PHX,LAC,2025-11-06,ptsreb,14.5,-113.0,-120.0,0.49305831019436736,0.5069416898056327,0.4236508983814553,Under,6.940741181291199,0.5763491016185447,-120.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Royce O'Neale,PHX,LAC,2025-11-06,ptsreb,13.5,-135.0,-105.0,0.5286532951289399,0.4713467048710602,0.4606087837616729,Under,6.8044511367266916,0.5393912162383271,-105.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,Ryan Dunn,PHX,LAC,2025-11-06,ptsreb,13.5,-128.0,-101.0,0.5276888998277135,0.4723111001722865,0.4606087837616729,Under,6.7080116066040585,0.5393912162383271,-101.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Ryan Dunn,PHX,LAC,2025-11-06,ptsreb,13.5,-130.0,-102.0,0.5281576830249397,0.4718423169750604,0.4606087837616729,Under,6.754889926326668,0.5393912162383271,-102.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Ryan Dunn,PHX,LAC,2025-11-06,ptsreb,13.5,-127.0,-107.0,0.519771442128989,0.4802285578710111,0.4606087837616729,Under,5.916265836731599,0.5393912162383271,-107.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Ryan Dunn,PHX,LAC,2025-11-06,ptsreb,13.5,-110.0,-125.0,0.48529411764705876,0.5147058823529411,0.4606087837616729,Under,2.4685333885385963,0.5393912162383271,-125.0,True,0.0,12.444075735819423,10.676672405341929
draftkings,Brook Lopez,LAC,PHX,2025-11-06,reb,2.5,-167.0,128.0,0.5878103001111522,0.4121896998888477,0.5931392464800411,Over,0.532894636888892,0.5931392464800411,-167.0,False,0.0,3.2382364470950917,3.133061878100962
fanduel,Brook Lopez,LAC,PHX,2025-11-06,reb,2.5,-158.0,118.0,0.571741584224155,0.4282584157758449,0.5931392464800411,Over,2.139766225588613,0.5931392464800411,-158.0,True,0.0,3.2382364470950917,3.133061878100962
caesars,Brook Lopez,LAC,PHX,2025-11-06,reb,2.5,-159.0,115.0,0.5689439960056586,0.43105600399434135,0.5931392464800411,Over,2.4195250474382535,0.5931392464800411,-159.0,True,0.0,3.2382364470950917,3.133061878100962
hardrock,Brook Lopez,LAC,PHX,2025-11-06,reb,2.5,-150.0,105.0,0.5515695067264573,0.44843049327354256,0.5931392464800411,Over,4.15697397535838,0.5931392464800411,-150.0,True,0.0,3.2382364470950917,3.133061878100962
hardrock,Collin Gillespie,PHX,LAC,2025-11-06,reb,3.5,125.0,-180.0,0.4087591240875912,0.5912408759124087,0.49617996045241214,Over,8.742083636482095,0.49617996045241214,125.0,True,0.02,3.4699991608612364,3.133061878100962
draftkings,Derrick Jones,LAC,PHX,2025-11-06,reb,3.5,-124.0,-104.0,0.5205795192624301,0.47942048073756993,0.4667075890349658,Under,5.387193022746429,0.5332924109650342,-104.0,True,0.02,3.2382364470950917,3.133061878100962
fanduel,Derrick Jones,LAC,PHX,2025-11-06,reb,3.5,-128.0,-104.0,0.5240847784200385,0.47591522157996147,0.4667075890349658,Under,5.737718938507275,0.5332924109650342,-104.0,True,0.02,3.2382364470950917,3.133061878100962
caesars,Derrick Jones,LAC,PHX,2025-11-06,reb,3.5,-130.0,-104.0,0.5257731958762887,0.4742268041237114,0.4667075890349658,Under,5.906560684132284,0.5332924109650342,-104.0,True,0.02,3.2382364470950917,3.133061878100962
hardrock,Derrick Jones,LAC,PHX,2025-11-06,reb,3.5,-115.0,-125.0,0.490521327014218,0.5094786729857821,0.4667075890349658,Under,2.3813737979252125,0.5332924109650342,-125.0,True,0.0,3.2382364470950917,3.133061878100962
draftkings,Devin Booker,PHX,LAC,2025-11-06,reb,3.5,-106.0,-123.0,0.4826445606011107,0.5173554393988893,0.49617996045241214,Over,1.3535399851301422,0.49617996045241214,-106.0,False,0.0,3.4699991608612364,3.133061878100962
fanduel,Devin Booker,PHX,LAC,2025-11-06,reb,3.5,104.0,-138.0,0.4581151832460733,0.5418848167539267,0.49617996045241214,Over,3.806477720633883,0.49617996045241214,104.0,True,0.011737614733577735,3.4699991608612364,3.133061878100962
caesars,Devin Booker,PHX,LAC,2025-11-06,reb,3.5,-105.0,-130.0,0.4753937007874017,0.5246062992125985,0.49617996045241214,Over,2.0786259665010465,0.49617996045241214,-105.0,True,0.0,3.4699991608612364,3.133061878100962
hardrock,Devin Booker,PHX,LAC,2025-11-06,reb,3.5,-120.0,-120.0,0.5,0.5,0.49617996045241214,Under,0.3820039547587806,0.5038200395475878,-120.0,False,0.0,3.4699991608612364,3.133061878100962
draftkings,Grayson Allen,PHX,LAC,2025-11-06,reb,3.5,107.0,-138.0,0.45449337356299885,0.5455066264370011,0.49617996045241214,Over,4.1686586889413295,0.49617996045241214,107.0,True,0.02,3.4699991608612364,3.133061878100962
fanduel,Grayson Allen,PHX,LAC,2025-11-06,reb,3.5,104.0,-138.0,0.4581151832460733,0.5418848167539267,0.49617996045241214,Over,3.806477720633883,0.49617996045241214,104.0,True,0.011737614733577735,3.4699991608612364,3.133061878100962
caesars,Grayson Allen,PHX,LAC,2025-11-06,reb,3.5,100.0,-141.0,0.4608030592734225,0.5391969407265774,0.49617996045241214,Over,3.5376901178989617,0.49617996045241214,100.0,True,0.0,3.4699991608612364,3.133061878100962
hardrock,Grayson Allen,PHX,LAC,2025-11-06,reb,3.5,-110.0,-130.0,0.4809885931558936,0.5190114068441064,0.49617996045241214,Over,1.5191367296518543,0.49617996045241214,-110.0,False,0.0,3.4699991608612364,3.133061878100962
draftkings,Ivica Zubac,LAC,PHX,2025-11-06,reb,11.5,-103.0,-126.0,0.4764614376944491,0.5235385623055511,0.004182616247072002,Under,47.2278821447377,0.995817383752928,-126.0,True,0.02,3.2382364470950917,3.133061878100962
fanduel,Ivica Zubac,LAC,PHX,2025-11-06,reb,11.5,102.0,-136.0,0.46209273182957394,0.5379072681704261,0.004182616247072002,Under,45.7910115582502,0.995817383752928,-136.0,True,0.02,3.2382364470950917,3.133061878100962
caesars,Ivica Zubac,LAC,PHX,2025-11-06,reb,11.5,100.0,-134.0,0.4661354581673307,0.5338645418326693,0.004182616247072002,Under,46.19528419202587,0.995817383752928,-134.0,True,0.02,3.2382364470950917,3.133061878100962
hardrock,Ivica Zubac,LAC,PHX,2025-11-06,reb,11.5,-105.0,-140.0,0.46753246753246747,0.5324675324675324,0.004182616247072002,Under,46.334985128539564,0.995817383752928,-140.0,True,0.02,3.2382364470950917,3.133061878100962
draftkings,Jalen Green,PHX,LAC,2025-11-06,reb,2.5,-169.0,130.0,0.5909989356849628,0.4090010643150372,0.621567810664975,Over,3.056887498001226,0.621567810664975,-169.0,True,0.0,3.4699991608612364,3.133061878100962
fanduel,Jalen Green,PHX,LAC,2025-11-06,reb,2.5,-182.0,134.0,0.6016273944736397,0.3983726055263604,0.621567810664975,Over,1.9940416191335353,0.621567810664975,-182.0,False,0.0,3.4699991608612364,3.133061878100962
caesars,Jalen Green,PHX,LAC,2025-11-06,reb,2.5,-173.0,125.0,0.5877689694224235,0.41223103057757643,0.621567810664975,Over,3.3798841242551503,0.621567810664975,-173.0,True,0.0,3.4699991608612364,3.133061878100962
hardrock,Jalen Green,PHX,LAC,2025-11-06,reb,2.5,-165.0,115.0,0.572408229124647,0.42759177087535294,0.621567810664975,Over,4.915958154032807,0.621567810664975,-165.0,True,0.0,3.4699991608612364,3.133061878100962
draftkings,John Collins,LAC,PHX,2025-11-06,reb,6.5,-124.0,-105.0,0.5194115243154883,0.48058847568451163,0.14891954425836518,Under,37.04919800571232,0.8510804557416348,-105.0,True,0.02,3.2382364470950917,3.133061878100962
fanduel,John Collins,LAC,PHX,2025-11-06,reb,6.5,-118.0,-112.0,0.5060689431946916,0.4939310568053083,0.14891954425836518,Under,35.71493989363265,0.8510804557416348,-112.0,True,0.02,3.2382364470950917,3.133061878100962
caesars,John Collins,LAC,PHX,2025-11-06,reb,6.5,-125.0,-108.0,0.5168986083499005,0.48310139165009935,0.14891954425836518,Under,36.79790640915355,0.8510804557416348,-108.0,True,0.02,3.2382364470950917,3.133061878100962
hardrock,John Collins,LAC,PHX,2025-11-06,reb,6.5,-125.0,-110.0,0.5147058823529411,0.48529411764705876,0.14891954425836518,Under,36.57863380945761,0.8510804557416348,-110.0,True,0.02,3.2382364470950917,3.133061878100962
draftkings,Kris Dunn,LAC,PHX,2025-11-06,reb,3.5,-110.0,-117.0,0.49277456647398843,0.5072254335260115,0.4667075890349658,Under,2.6066977439022754,0.5332924109650342,-117.0,True,0.0,3.2382364470950917,3.133061878100962
fanduel,Kris Dunn,LAC,PHX,2025-11-06,reb,3.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,0.4667075890349658,Under,2.317095347515563,0.5332924109650342,-120.0,True,0.0,3.2382364470950917,3.133061878100962
caesars,Kris Dunn,LAC,PHX,2025-11-06,reb,3.5,-110.0,-122.0,0.48800959232613905,0.511990407673861,0.4667075890349658,Under,2.1302003291173266,0.5332924109650342,-122.0,True,0.0,3.2382364470950917,3.133061878100962
draftkings,Mark Williams,PHX,LAC,2025-11-06,reb,9.5,-107.0,-121.0,0.4856245122602374,0.5143754877397627,0.027137512940279218,Under,45.84869993199581,0.9728624870597208,-121.0,True,0.02,3.4699991608612364,3.133061878100962
fanduel,Mark Williams,PHX,LAC,2025-11-06,reb,9.5,106.0,-140.0,0.45420136260408783,0.5457986373959123,0.027137512940279218,Under,42.70638496638085,0.9728624870597208,-140.0,True,0.02,3.4699991608612364,3.133061878100962
caesars,Mark Williams,PHX,LAC,2025-11-06,reb,9.5,100.0,-137.0,0.4637964774951076,0.5362035225048923,0.027137512940279218,Under,43.665896455482844,0.9728624870597208,-137.0,True,0.02,3.4699991608612364,3.133061878100962
hardrock,Mark Williams,PHX,LAC,2025-11-06,reb,8.5,-150.0,105.0,0.5515695067264573,0.44843049327354256,0.05419646900041453,Under,49.73730377260429,0.9458035309995855,105.0,True,0.02,3.4699991608612364,3.133061878100962
hardrock,Oso Ighodaro,PHX,LAC,2025-11-06,reb,3.5,100.0,-145.0,0.45794392523364486,0.5420560747663551,0.49617996045241214,Over,3.8236035218767284,0.49617996045241214,100.0,True,0.0,3.4699991608612364,3.133061878100962
draftkings,Royce O'Neale,PHX,LAC,2025-11-06,reb,4.5,-139.0,107.0,0.5462570956657111,0.45374290433428893,0.3711715153091064,Under,17.508558035660464,0.6288284846908936,107.0,True,0.02,3.4699991608612364,3.133061878100962
fanduel,Royce O'Neale,PHX,LAC,2025-11-06,reb,4.5,-138.0,104.0,0.5418848167539267,0.4581151832460733,0.3711715153091064,Under,17.071330144482026,0.6288284846908936,104.0,True,0.02,3.4699991608612364,3.133061878100962
caesars,Royce O'Neale,PHX,LAC,2025-11-06,reb,4.5,-143.0,105.0,0.5467686281824116,0.4532313718175883,0.3711715153091064,Under,17.559711287330526,0.6288284846908936,105.0,True,0.02,3.4699991608612364,3.133061878100962
hardrock,Royce O'Neale,PHX,LAC,2025-11-06,reb,4.5,-125.0,-115.0,0.5094786729857821,0.490521327014218,0.3711715153091064,Under,13.830715767667556,0.6288284846908936,-115.0,True,0.02,3.4699991608612364,3.133061878100962
draftkings,Ryan Dunn,PHX,LAC,2025-11-06,reb,4.5,-141.0,109.0,0.55011293845321,0.44988706154679015,0.3711715153091064,Under,17.894142314410345,0.6288284846908936,109.0,True,0.02,3.4699991608612364,3.133061878100962
fanduel,Ryan Dunn,PHX,LAC,2025-11-06,reb,4.5,-138.0,104.0,0.5418848167539267,0.4581151832460733,0.3711715153091064,Under,17.071330144482026,0.6288284846908936,104.0,True,0.02,3.4699991608612364,3.133061878100962
caesars,Ryan Dunn,PHX,LAC,2025-11-06,reb,4.5,-141.0,105.0,0.5453259126497499,0.4546740873502499,0.3711715153091064,Under,17.41543973406437,0.6288284846908936,105.0,True,0.02,3.4699991608612364,3.133061878100962
hardrock,Ryan Dunn,PHX,LAC,2025-11-06,reb,4.5,-140.0,100.0,0.5384615384615384,0.46153846153846145,0.3711715153091064,Under,16.729002315243214,0.6288284846908936,100.0,True,0.02,3.4699991608612364,3.133061878100962
